NEM Code,soc_code,study_rating
11-3071,11-3071.00,0.4732142857142857
11-9041,11-9041.00,0.3857142857142857
11-9121,11-9121.00,0.5666666666666667
13-1041,13-1041.00,0.6136363636363636
13-1081,13-1081.00,0.4545454545454546
13-1161,13-1161.00,0.576923076923077
15-1211,15-1211.00,0.4705882352941176
15-1241,15-1241.00,0.5546875
15-1243,15-1243.00,0.5975609756097561
15-1255,15-1255.00,0.6833333333333333
15-2041,15-2041.00,0.7105263157894737
15-2051,15-2051.00,0.59375
17-1022,17-1022.00,0.4333333333333333
17-2051,17-2051.00,0.375
17-2072,17-2072.00,0.5147058823529411
17-2111,17-2111.00,0.52
17-2112,17-2112.00,0.6052631578947368
17-2141,17-2141.00,0.3720930232558139
17-3024,17-3024.00,0.2317073170731707
17-3026,17-3026.00,0.375
17-3027,17-3027.00,0.4081632653061224
19-1031,19-1031.00,0.5508474576271186
19-2041,19-2041.00,0.7258064516129032
19-3011,19-3011.00,0.4583333333333333
19-4012,19-4012.00,0.1666666666666666
19-4051,19-4051.00,0.25
27-2012,27-2012.00,0.4787234042553191
27-3043,27-3043.00,0.8076923076923077
29-1071,29-1071.00,0.125
29-1122,29-1122.00,0.3939393939393939
29-1141,29-1141.00,0.3809523809523809
33-3021,33-3021.00,0.3
33-3051,33-3051.00,0.2327586206896551
35-3023,35-3023.00,0.0729166666666666
39-9011,39-9011.00,0.3295454545454545
41-4011,41-4011.00,0.5701754385964912
43-5011,43-5011.00,0.2727272727272727
47-1011,47-1011.00,0.2
47-2152,47-2152.00,0.0555555555555555
47-4011,47-4011.00,0.1379310344827586
51-8013,51-8013.00,0.1111111111111111
51-9071,51-9071.00,0.125
51-9195,51-9195.00,0.0172413793103448
53-6051,53-6051.00,0.3181818181818182
53-7062,53-7062.00,0.06
11-9179,"avg from multi-match, all other",0.32531055900621114
11-9199,"avg from multi-match, all other",0.46549102404713416
13-1199,"avg from multi-match, all other",0.5379899336046262
13-2099,"avg from multi-match, all other",0.5924447174447174
15-1299,"avg from multi-match, all other",0.5969636725035986
17-2199,"avg from multi-match, all other",0.4461732967325073
17-3029,"avg from multi-match, all other",0.2601532567049808
19-1029,"avg from multi-match, all other",0.4608940157303575
19-3039,"avg from multi-match, all other",0.28174603174603174
19-4099,"avg from multi-match, all other",0.473232669869595
29-1129,"avg from multi-match, all other",0.4095744680851064
29-1229,"avg from multi-match, all other",0.3179619646600778
29-1299,"avg from multi-match, all other",0.3157051282051282
29-2099,"avg from multi-match, all other",0.27519841269841266
31-9099,"avg from multi-match, all other",0.1052631578947368
31-1120,31-1121.00,0.0384615384615384
25-9045,25-9042.00,0.2833333333333333
21-1018,21-1011.00,0.2888888888888889
53-1047,53-1042.00,0.3555555555555555
13-1020,13-1022.00,0.4
29-2010,29-2011.00,0.2321428571428571
51-2028,51-2022.00,0.0576923076923076
25-2052,25-2056.00,0.35
39-7010,39-7011.00,0.3461538461538461
13-2020,13-2022.00,0.5714285714285714
47-4090,47-4099.00,
